HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB4,53C2290,MTA GOLD LINE,7.83,8.43,1,1,107,Y,2003,na,
HWB4,14C0110,KILPEPPER CREEK,7.8,8.4,1,1,302,Y,2008,na,
HWB4,14C0079,COLE CREEK,7.9,8.4,1,1,302,Y,2009,na,
HWB4,13C0052,CEDAR GROVE RAVINE,7.6,8.4,1,1,302,Y,1975,na,
HWB4,18C0129,WEST INTERCEPTOR CANAL,8.4,8.4,1,1,101,Y,1995,na,
HWB4,18C0130,INTERCEPTOR CANAL,8.4,8.4,1,1,101,Y,1995,na,
HWB4,54C0736,DAY CREEK CHANNEL,7.6,8.4,1,1,119,Y,2000,na,
HWB4,53C2292,MTA GOLD LINE,7.71,8.35,1,1,107,Y,2003,na,
HWB4,53C2291,MTA GOLD LINE,7.65,8.35,1,1,107,Y,2012,na,
HWB4,53C2114,ALISO CREEK (RINALDI ST),8.3,8.3,1,1,319,Y,1980,na,
HWB4,17C0100,DRAINAGE DITCH,7.9,8.3,1,1,302,Y,2003,na,
HWB4,27C0165,VINEYARD CREEK,7.7,8.3,1,1,101,Y,2008,na,
HWB4,10 0035,RED MOUNTAIN CREEK,6.1,8.2,1,1,111,Y,1976,na,
HWB4,54 0517,CEMENT COMPANY ROAD UC,7.3,8.2,1,1,101,Y,2004,na,
HWB4,53 2634,ALISO CREEK CULVERT,8.2,8.2,1,1,119,Y,1980,na,
HWB4,53C1354,PACOIMA WASH,7.2,8.2,1,1,119,Y,1986,na,
HWB4,49C0333,TASSAJARA CREEK,7.6,8.2,1,1,702,Y,1997,na,
HWB4,03C0046,PARKER CREEK,7.9,8.2,1,1,302,Y,1989,na,
HWB4,56C0221,WHITTIER AVENUE CHANNEL,7.9,8.2,1,1,101,Y,1987,na,
HWB4,02C0185,MINERS CREEK,7.6,8.2,1,1,702,Y,1976,na,
HWB4,19C0142,ROCK CREEK,7.9,8.2,1,1,501,Y,1977,na,
HWB4,23C0239M,KILKENNY CANAL,7.9,8.2,1,1,504,Y,1979,na,
HWB4,23C0238,KILKENNY CANAL,7.4,8.2,1,1,504,Y,1979,na,
HWB4,10F0022,JAMES CREEK,7.3,8.2,1,1,311,Y,1980,na,
HWB4,52C0160,FRANKLIN-WASON BARRANCA,7.6,8.2,1,1,101,Y,1981,na,
HWB4,02C0145,CARRICK CREEK,8.2,8.2,1,1,311,Y,1982,na,
HWB4,53C1756,LIMEKILN CANYON WASH,7.7,8.2,1,1,101,Y,1982,na,
HWB4,28C0168,LAFAYETTE CREEK,7.6,8.2,1,1,101,Y,1986,na,
HWB4,37C0835,ADOBE CREEK,7.3,8.2,1,1,111,Y,1989,na,
HWB4,56C0619,LEACH CANYON CHANNEL,8.2,8.2,1,1,119,Y,1991,na,
HWB4,23C0202,MC CUNE CREEK,7.7,8.2,1,1,101,Y,1997,na,
HWB4,25C0129,HANGTOWN CREEK,7.9,8.2,1,1,101,Y,2009,na,
HWB4,53 2045R,EATON OH,7.9,8.1,1,1,101,Y,1976,na,
HWB4,57 1209,WILD ANIMAL UC,8.1,8.1,1,1,101,Y,2011,na,
HWB4,28C0344,CONTRA COSTA CANAL,7.9,8.1,1,1,501,Y,1976,na,
HWB4,43C0074,BIRD CREEK,7.3,8.1,1,1,111,Y,2015,na,
HWB4,52C0302,CAMARILLO  HILLS DRAIN,7.4,8,1,1,119,Y,1975,na,
HWB4,54C0731,ALMOND INTERCEPT CHANNEL,6.5,8,1,1,119,Y,1985,na,
HWB4,11C0174,BRANCH HUNTER CREEK,8,8,1,1,919,Y,1999,na,
HWB4,28C0197,SAN LEANDRO CREEK,7.3,8,1,1,504,Y,1999,na,
HWB4,39C0121,EAST SIDE CANAL,8,8,1,1,101,Y,1999,na,
HWB4,54C0740,DAY CREEK CHANNEL,7.6,8,1,1,119,Y,2000,na,
HWB4,24C0602,NORTH NATOMAS REGIONAL PARK CANAL,6.1,8,1,1,111,Y,2003,na,
HWB4,53C2372,Valencia Blvd,6.12,8,1,1,107,Y,2007,na,
HWB4,53C2371,Valencia Blvd,6.12,8,1,1,107,Y,2007,na,
HWB4,53C2235,PICO CYN WASH,7.32,8,1,1,119,Y,2010,na,
HWB4,52 0390,RINCON CREEK,6.4,7.9,1,1,119,Y,2011,na,
HWB4,48 0025,NORTH FORK BISHOP CREEK,5.5,7.9,1,1,101,Y,1982,na,
HWB4,53 3075M,SILVERBOW CULVERT COVER,7,7.9,1,1,101,Y,2015,na,
HWB4,49C0105,EAST BRANCH SAN LUIS OBISPO CREEK,6.7,7.9,1,1,104,Y,1975,na,
HWB4,21C0038,AMERICAN CANYON CREEK,7.3,7.9,1,1,101,Y,2007,na,
HWB4,25C0078,CANYON CREEK,7.6,7.9,1,1,302,Y,1994,na,
HWB4,42C0324,FANCHER CREEK,7.6,7.9,1,1,702,Y,1975,na,
HWB4,55C0495,NARCO CHANNEL,7.6,7.9,1,1,319,Y,1979,na,
HWB4,52C0252,MEDEA CREEK,7.3,7.9,1,1,319,Y,1980,na,
HWB4,55C0612,EQUESTRIAN UC,7.6,7.9,1,1,311,Y,1980,na,
HWB4,53C1847,COLD CYN CRK,7.9,7.9,1,1,319,Y,1981,na,
HWB4,53C1755,LIMEKILN CREEK CHANNEL,7.3,7.9,1,1,101,Y,1982,na,
HWB4,56C0322,NUEVO CHANNEL,7,7.9,1,1,101,Y,1984,na,
HWB4,14C0040,CLEARLAKE OAKS CHANNEL,7.3,7.9,1,1,101,Y,1985,na,
HWB4,53C1858,PUDDINGSTONE CHAN,7.6,7.9,1,1,119,Y,1985,na,
HWB4,54C0623,DECLEZ CHANNEL (PHILADELPHIA ST),7.3,7.9,1,1,119,Y,1985,na,
HWB4,53C1891,SDBI 528,6.7,7.9,1,1,101,Y,1986,na,
HWB4,10F0024,SOUTH FORK NOYO RIVER,7.6,7.9,1,1,911,Y,1987,na,
HWB4,02C0239,YREKA CREEK,7.3,7.9,1,1,702,Y,1987,na,
HWB4,42C0605,DRY CREEK CANAL,7.3,7.9,1,1,102,Y,1987,na,
HWB4,48C0044,PINE CREEK (ROUND VALLEY RD),7,7.9,1,1,101,Y,1987,na,
HWB4,56C0273,STRAWBERRY CREEK,7.3,7.9,1,1,101,Y,1990,na,
HWB4,20C0502,EAST WINDSOR CREEK,7.3,7.9,1,1,111,Y,1991,na,
HWB4,19C0105,CURRY CREEK,7.3,7.9,1,1,101,Y,1992,na,
HWB4,20C0560,COLGAN CREEK FLOOD CONTROL CHANNEL,7.6,7.9,1,1,111,Y,1994,na,
HWB4,20C0506,WINDSOR CREEK,7.9,7.9,1,1,111,Y,1995,na,
HWB4,54C0669,CITY CREEK,3.7,7.9,1,1,119,Y,1999,na,
HWB4,05C0222,WEST WEAVER CREEK,7.3,7.9,1,1,111,Y,2000,na,
HWB4,33C0455,STONECLIFF VISTA LN,6.4,7.9,1,1,101,Y,2004,na,
HWB4,28C0238,ALAMO CREEK SOUTH FORK,7.9,7.9,1,1,311,Y,2005,na,
HWB4,52 0431,CAMULOS RANCH UC,7.8,7.8,1,1,112,Y,1998,na,
HWB4,52 0432,NEWHALL RANCH WEST UC,7.8,7.8,1,1,112,Y,1998,na,
HWB4,52 0433,NEWHALL RANCH EAST UC,7.8,7.8,1,1,112,Y,1998,na,
HWB4,52C0186,DENNISON CREEK,6.9,7.8,1,1,101,Y,1976,na,
HWB4,01C0035,SHELLY CREEK (BAKER FLAT),7.2,7.8,1,1,702,Y,1975,na,
HWB4,20C0147,WOLF CREEK CULVERT WEST,7.8,7.8,1,1,311,Y,1978,na,
HWB4,20C0148,WOLF CREEK CULVERT EAST,7.8,7.8,1,1,311,Y,1978,na,
HWB4,38C0336,SALADO CREEK,7.6,7.8,1,1,107,Y,2006,na,
HWB4,39C0410,HARTLEY SLOUGH,7.3,7.8,1,1,111,Y,2008,na,
HWB4,42C0234,RIVERDALE DITCH,7,7.7,1,1,101,Y,1979,na,
HWB4,54C0585R,DEER CREEK CHANNEL,7.3,7.7,1,1,101,Y,1982,na,
HWB4,20C0567,DUCKER CREEK,4.9,7.7,1,1,119,Y,1983,na,
HWB4,54C0585L,DEER CREEK CHANNEL,7.3,7.7,1,1,101,Y,1984,na,
HWB4,55C0695,EQUESTRIAN UNDERPASS MUOLTON PKWY,7.7,7.7,1,1,311,Y,1989,na,
HWB4,52C0277,STEWART CANYON CREEK,6.8,7.7,1,1,111,Y,1999,na,
HWB4,54C0704,MOJAVE RIVER OVERFLOW,6.1,7.7,1,1,111,Y,2005,na,
HWB4,53C1888,MILAN CRK,7.62,7.62,1,1,119,Y,1987,na,
HWB4,27 0056,TOMASINI CANYON,4.9,7.6,1,1,119,Y,1978,na,
HWB4,56 0170,DECKER CANYON,7.6,7.6,1,1,801,Y,1990,na,
HWB4,31 0018,PACIFIC CREEK,6.7,7.6,1,1,501,Y,1986,na,
HWB4,54 0416,KAISER SPUR OH,6.4,7.6,1,1,101,Y,1978,na,
HWB4,22 0109,RUMSEY CANYON,7.3,7.6,1,1,101,Y,1981,na,
HWB4,24 0352K,PARKING GARAGE CONNECTOR UC,7.6,7.6,1,1,101,Y,1982,na,
HWB4,39 0086,DANA SLOUGH,7,7.6,1,1,101,Y,1986,na,
HWB4,32C0015,SONORA CREEK,7.3,7.6,1,1,301,Y,1983,na,
HWB4,42C0299,2ND LIFT CANAL,6.7,7.6,1,1,702,Y,2010,na,
HWB4,42C0416,TRAVERS CREEK,6.7,7.6,1,1,101,Y,1975,na,
HWB4,06C0226,CLINE GULCH,7,7.6,1,1,101,Y,1978,na,
HWB4,42C0279,SILVER CREEK,7,7.6,1,1,702,Y,1985,na,
HWB4,42C0418,TRAVERS CREEK,7.3,7.6,1,1,101,Y,1975,na,
HWB4,42C0306,LIBERTY MILLRACE CANAL,7,7.6,1,1,101,Y,1990,na,
HWB4,56C0367,RUBIDOUX CHANNEL,7.1,7.6,1,1,101,Y,2000,na,
HWB4,02C0224,BRUSH CREEK,7.3,7.6,1,1,101,Y,1976,na,
HWB4,53C0230,CLARK AVE DRN,7,7.6,1,1,119,Y,1977,na,
HWB4,53C0841,CLARK AVE DRN,7,7.6,1,1,119,Y,1977,na,
HWB4,37C0836,ADOBE CREEK,7.3,7.6,1,1,702,Y,1978,na,
HWB4,53C1540,MARSHALL CYN WASH,7.3,7.6,1,1,101,Y,1978,na,
HWB4,43C0054,PESCADERO CREEK,7.1,7.6,1,1,701,Y,1980,na,
HWB4,09C0151,ESTRAY CREEK,7.3,7.6,1,1,302,Y,1984,na,
HWB4,30C0060,BEAR CREEK,7.3,7.6,1,1,101,Y,1986,na,
HWB4,51C0049,BUENA VISTA CREEK,7,7.6,1,1,119,Y,1988,na,
HWB4,54C0696,DAY CANYON CHANNEL,7.6,7.6,1,1,119,Y,1992,na,
HWB4,24C0500,STRAWBERRY CREEK,7.6,7.6,1,1,119,Y,1996,na,
HWB4,15C0183,MILL CREEK,7.6,7.6,1,1,311,Y,1997,na,
HWB4,57C0761,SAN DIEGUITO RVR TRIB (4S RANCHO PKWY),7.6,7.6,1,1,319,Y,2003,na,
HWB4,57C0760,SAN DIEGUITO RVR TRIB (DOVE CYN RD),7.6,7.6,1,1,311,Y,2003,na,
HWB4,20C0532,TYRONE GULCH CREEK,7.5,7.6,1,1,302,Y,2004,na,
HWB4,49C0461,EAST BRANCH NIPOMO CREEK,7.5,7.6,1,1,111,Y,2009,na,
HWB4,53C2278,THOMPSON CRK,6.19,7.52,1,1,119,Y,1993,na,
HWB4,19 0069,LOWER FIDDLER GREEN CANAL,6,7.5,1,1,101,Y,1975,na,
HWB4,14C0115,BIG CANYON CREEK,6.9,7.5,1,1,302,Y,1993,na,
HWB4,28C0384,CONTRA COSTA CANAL,7.2,7.5,1,1,104,Y,2005,na,
HWB4,49C0460,E FK SAN LUIS OBISPO CRK,7.5,7.5,1,1,311,Y,1986,na,
HWB4,40C0063,DEADMAN CREEK,7.5,7.5,1,1,311,Y,1992,na,
HWB4,17C0099,PINYON CREEK,7.3,7.5,1,1,302,Y,2004,na,
HWB4,56C0499,RIVERSIDE CANAL,6.7,7.5,1,1,101,Y,2006,na,
HWB4,46C0155,PACKWOOD CREEK,7.4,7.4,1,1,119,Y,1994,na,
HWB4,52C0249,HARMON BARRANCA,7.4,7.4,1,1,319,Y,1978,na,
HWB4,49C0439,GRAVES CREEK,6.8,7.4,1,1,101,Y,2007,na,
HWB4,50C0377,KERN ISLAND CANAL,7.4,7.4,1,1,111,Y,2008,na,
HWB4,20 0033,OAT VALLEY CREEK,7.3,7.3,1,1,101,Y,1987,na,
HWB4,46 0052,POPLAR DITCH,7,7.3,1,1,101,Y,1995,na,
HWB4,51 0107,RANCH UC,6.7,7.3,1,1,101,Y,2001,na,
HWB4,37 0400,STEVENS CREEK,6.7,7.3,1,1,119,Y,1976,na,
HWB4,28 0261Y,EAST BAY MUD ROAD UC,6.1,7.3,1,1,101,Y,1978,na,
HWB4,28 0268K,EBMUD ROAD UC,6.1,7.3,1,1,101,Y,1978,na,
HWB4,28 0260,EBMUD ROAD UC,7.3,7.3,1,1,101,Y,1978,na,
HWB4,53 2369,LOPEZ CANYON,4.6,7.3,1,1,119,Y,1980,na,
HWB4,25 0123,KNICKERBOCKER CREEK,7.3,7.3,1,1,111,Y,2014,na,
HWB4,54 1281,BIG PINES CREEK,7.3,7.3,1,1,119,Y,2007,na,
HWB4,02C0038,MIDDLE CREEK,7,7.3,1,1,302,Y,1997,na,
HWB4,20C0497,NATHANSON CREEK,6.4,7.3,1,1,702,Y,1990,na,
HWB4,49C0408,SAN LUIS OBISPO CREEK,7,7.3,1,1,101,Y,2000,na,
HWB4,42C0484,HERNDON CANAL,6.7,7.3,1,1,101,Y,1986,na,
HWB4,14C0114,BIG CANYON CREEK,6.7,7.3,1,1,302,Y,1993,na,
HWB4,15C0104,GLENN-COLUSA CANAL,6.9,7.3,1,1,702,Y,1997,na,
HWB4,12C0317,GRASSY BANKS SLOUGH,3.5,7.3,1,1,302,Y,1982,na,
HWB4,08C0260,NEVADA CREEK,7,7.3,1,1,303,Y,1975,na,
HWB4,42C0508,3RD LIFT CANAL,7,7.3,1,1,702,Y,2011,na,
HWB4,19C0052,MINERS RAVINE,7,7.3,1,1,101,Y,1981,na,
HWB4,51C0215,SAN JOSE CREEK,7,7.3,1,1,302,Y,1988,na,
HWB4,07C0079,SCOTT CREEK,7,7.3,1,1,702,Y,1992,na,
HWB4,14C0060,BIG CANYON CREEK,7,7.3,1,1,302,Y,1992,na,
HWB4,50C0308,CARRIER CANAL,7.3,7.3,1,1,319,Y,1977,na,
HWB4,35P0004,LITTLE BUTANO CREEK,6.1,7.3,1,1,302,Y,1983,na,
HWB4,30C0074,ANGELS CREEK,6.7,7.3,1,1,107,Y,1983,na,
HWB4,10C0180,RESERVATION CREEK,7,7.3,1,1,302,Y,1985,na,
HWB4,53C1890,MILAN CRK,7.3,7.3,1,1,119,Y,1987,na,
HWB4,53C0937,DIAMOND BAR CRK,5.5,7.3,1,1,119,Y,1987,na,
HWB4,55C0600,BORREGO CANYON WASH,6.7,7.3,1,1,319,Y,1990,na,
HWB4,55C0593,NWPT COAST GOLF COURSE UC,7.3,7.3,1,1,311,Y,1991,na,
HWB4,56C0416,SUNNYMEAD AREA DRAINAGE,4.3,7.3,1,1,119,Y,1991,na,
HWB4,42C0624,LITTLE DRY CREEK,7.3,7.3,1,1,311,Y,1996,na,
HWB4,25C0084,IRISH CREEK,6.1,7.3,1,1,501,Y,1997,na,
HWB4,33C0414,ALTAMONT CREEK,7.3,7.3,1,1,119,Y,1998,na,
HWB4,52C0292,"ARROYO LAS LLAJAS LINE ""I""",6.6,7.3,1,1,119,Y,2003,na,
HWB4,52C0285,BROWN BARRANCA,6.9,7.3,1,1,119,Y,2005,na,
HWB4,52C0303,CAMARILLO HILLS DRAIN,6.9,7.3,1,1,101,Y,2012,na,
HWB4,53C1751,LIMEKILN CHNL W. BR. (WINNETKA AVE),6.3,7.2,1,1,101,Y,1979,na,
HWB4,12C0130,CLEAR CREEK,6.3,7.1,1,1,302,Y,1984,na,
HWB4,55C0299,CARBON CANYON CHANNEL,6.7,7.1,1,1,119,Y,1987,na,
HWB4,56C0208,MAIN STREET WASH,6.7,7.1,1,1,119,Y,1975,na,
HWB4,57C0354,CASA DE ORO CREEK (BANCROFT DR),7.1,7.1,1,1,119,Y,1980,na,
HWB4,07C0093,NO NAME CREEK,6.5,7.1,1,1,702,Y,1990,na,
HWB4,48 0038,LOWER MCNALLY CANAL,6.1,7,1,1,101,Y,1987,na,
HWB4,25 0058,HANGTOWN CREEK,6.1,7,1,1,101,Y,2010,na,
HWB4,53 1157,PIPELINE ROAD UC,6.7,7,1,1,101,Y,1991,na,
HWB4,23 0093,WEST FAIRFIELD PUC,6.7,7,1,1,101,Y,2010,na,
HWB4,02 0083,WHITNEY CREEK,7,7,1,1,311,Y,1982,na,
HWB4,19 0156E,W80 & 49 CONNECTOR,6.1,7,1,1,101,Y,1989,na,
HWB4,54C0718,SAN ANTONIO OVERFLOW,6.4,7,1,1,104,Y,2013,na,
HWB4,37C0158,HICKS CREEK,6.401,7,1,1,101,Y,1979,na,
HWB4,38C0104,SALADO CREEK,6.4,7,1,1,101,Y,2001,na,
HWB4,37C0219,FISHER CREEK,6.7,7,1,1,101,Y,1979,na,
HWB4,37C0218,FISHER CREEK,6.1,7,1,1,101,Y,1979,na,
HWB4,37C0579,FISHER CREEK,6.1,7,1,1,101,Y,2008,na,
HWB4,28C0347,CONTRA COSTA CANAL,6.6,7,1,1,101,Y,1975,na,
HWB4,14C0074,ANDERSON CREEK,6.4,7,1,1,302,Y,1997,na,
HWB4,39C0141,DEANE CANAL,6.4,7,1,1,101,Y,2000,na,
HWB4,26C0029,SOUTH FORK COSUMNES RIVER,6.4,7,1,1,702,Y,1988,na,
HWB4,57C0381,FALLBROOK CRK WEST (BEECH ST),6.7,7,1,1,302,Y,1980,na,
HWB4,54C0719,SAN ANTONIO OVERFLOW,6.4,7,1,1,302,Y,2013,na,
HWB4,55C0237,ALICIA CREEK,6.8,7,1,1,119,Y,1981,na,
HWB4,55C0238,ALISO HILLS CREEK EQUESTRIAN UC,6.4,7,1,1,101,Y,1980,na,
HWB4,55C0239,LA PAZ EQUESTRIAN UC,6.4,7,1,1,101,Y,1984,na,
HWB4,53C1655,MOBIL OIL CO PIPELINES,7,7,1,1,311,Y,1975,na,
HWB4,07C0072,DEEP CUT (BAXTER) CREEK,6.4,7,1,1,702,Y,1978,na,
HWB4,20C0546,REDWOOD AVE SHV,6.9,7,1,1,302,Y,1980,na,
HWB4,29C0396,SOUTH PADDY CREEK,6.7,7,1,1,101,Y,1983,na,
HWB4,53C1818,PUDDINGSTONE CHAN,6.7,7,1,1,119,Y,1984,na,
HWB4,53C1857,PUDDINGSTONE CHAN,6.7,7,1,1,119,Y,1985,na,
HWB4,56C0370,FREDERICK STREET CHANNEL,6.4,7,1,1,101,Y,1986,na,
HWB4,14C0078,COLE CREEK,6.4,7,1,1,302,Y,1987,na,
HWB4,35C0171,LOS TRANCOS CREEK,7,7,1,1,119,Y,1989,na,
HWB4,31C0019,MOKELUMNE RIVER,7,7,1,1,311,Y,1989,na,
HWB4,54C0727,CROW DITCH,6.7,7,1,1,101,Y,1992,na,
HWB4,15C0185,SQUAW CREEK,7,7,1,1,911,Y,1998,na,
HWB4,10C0211,MARSH CREEK,6.1,7,1,1,111,Y,2007,na,
HWB4,10C0212,ALBION RIVER,6.1,7,1,1,111,Y,2008,na,
HWB4,51C0385,MISSION CREEK,6.4,7,1,1,101,Y,2019,na,
HWB4,25 0009,PYRAMID CREEK,6.9,6.9,1,1,101,Y,1980,na,
HWB4,52C0305,SOMIS DRAIN,6.3,6.9,1,1,119,Y,1982,na,
HWB4,38C0315,DEL PUERTO CREEK,6.7,6.9,1,1,702,Y,1986,na,
HWB4,55C0678,LONG MEADOW PEDESTRIAN UC,6.1,6.9,1,1,111,Y,2004,na,
HWB4,29C0422,SSJID CANAL,6.2,6.9,1,1,107,Y,2005,na,
HWB4,03C0130,PINE CREEK,6.7,6.9,1,1,101,Y,2016,na,
HWB4,38C0349,T.I.D. LATERAL #5,6.5,6.9,1,1,101,Y,2019,na,
HWB4,21 0068,BLOSSOM CREEK,6.1,6.8,1,1,811,Y,1993,na,
HWB4,14C0112,HARBIN CREEK,6.8,6.8,1,1,302,Y,2003,na,
HWB4,45C0018,LAST CHANCE DITCH,6.4,6.8,1,1,104,Y,1981,na,
HWB4,53C0709,SAN DIMAS WASH,6.7,6.8,1,1,101,Y,1991,na,
HWB4,03C0083,PIT RIVER OVERFLOW,6.1,6.8,1,1,101,Y,1975,na,
HWB4,40C0060,BEAR CREEK,6.5,6.8,1,1,302,Y,1985,na,
HWB4,54C0765,HUNTS LANE EMERGENCY ACCESS STRUCTURE,6.8,6.8,1,1,107,Y,2014,na,
HWB4,49 0007,SANTA MARGARITA CREEK,6.1,6.7,1,1,119,Y,1977,na,
HWB4,57 0161,BALLENA CREEK,5.8,6.7,1,1,302,Y,1990,na,
HWB4,57 0114,GRANDE CREEK,6.4,6.7,1,1,101,Y,1975,na,
HWB4,54 0991,MWD SPILLWAY,6.7,6.7,1,1,104,Y,1976,na,
HWB4,47 0046,MILL CREEK,6.1,6.7,1,1,119,Y,1996,na,
HWB4,47 0047,RICKEY DITCH OVERFLOW,6.7,6.7,1,1,101,Y,1991,na,
HWB4,56 0752,GILMAN HOME CHANNEL,6.1,6.7,1,1,119,Y,1977,na,
HWB4,19 0155,AUBURN RAVINE,6.1,6.7,1,1,107,Y,1989,na,
HWB4,19 0157E,W80 & 49 CONNECTOR,6.1,6.7,1,1,107,Y,1989,na,
HWB4,28 0361L,HALLISSY UC,6.7,6.7,1,1,311,Y,2002,na,
HWB4,14C0019,ROBINSON CREEK,6.1,6.7,1,1,302,Y,2010,na,
HWB4,20C0410,PINE RIDGE CANYON,6.4,6.7,1,1,104,Y,1976,na,
HWB4,39C0281,SOUTH SLOUGH,6.2,6.7,1,1,101,Y,2014,na,
HWB4,37C0376,CALABAZAS CREEK,6.1,6.7,1,1,101,Y,1990,na,
HWB4,39C0074,MUSTANG CREEK,6.4,6.7,1,1,101,Y,1976,na,
HWB4,08C0254,JUNIPER GULCH,6.4,6.7,1,1,302,Y,1976,na,
HWB4,38C0175,WASHINGTON CANYON CREEK,6.4,6.7,1,1,302,Y,1982,na,
HWB4,42C0475,SUMMIT CREEK,2.7,6.7,1,1,319,Y,1975,na,
HWB4,50C0310,CARRIER CANAL,6.7,6.7,1,1,319,Y,1977,na,
HWB4,07C0071,DEEP CUT (BAXTER) CREEK,6.4,6.7,1,1,702,Y,1978,na,
HWB4,51C0319,SAN MIGUELITO CHANNEL,6.7,6.7,1,1,119,Y,1982,na,
HWB4,55C0511,SANTIAGO CREEK,6.4,6.7,1,1,319,Y,1982,na,
HWB4,56C0349,MOUNTAIN VIEW CHANNEL,6.1,6.7,1,1,101,Y,1986,na,
HWB4,53C2099,MILAN CRK,6.1,6.7,1,1,119,Y,1987,na,
HWB4,21C0119,CYRUS CREEK,6.7,6.7,1,1,111,Y,1989,na,
HWB4,53C1958,GOLF COURSE ACCESS RD,6.7,6.7,1,1,311,Y,1991,na,
HWB4,56C0425,BROWN CANYON CHANNEL,6.1,6.7,1,1,119,Y,1992,na,
HWB4,51C0318,SAN MIGUELITO CHANNEL,6.7,6.7,1,1,119,Y,1993,na,
HWB4,56C0483,OAK STREET CHANNEL,6.1,6.7,1,1,219,Y,1993,na,
HWB4,10F0059,NORTH FORK CASPAR CREEK,6.7,6.7,1,1,311,Y,1994,na,
HWB4,42C0675,FANCHER CREEK,6.1,6.7,1,1,111,Y,2010,na,
HWB4,39C0405,ATWATER CANAL,6.1,6.7,1,1,101,Y,2012,na,
HWB4,10 0229,SODA CREEK,6.4,6.6,1,1,101,Y,2008,na,
HWB4,03C0087,BIDWELL CREEK,5.8,6.6,1,1,302,Y,1991,na,
HWB4,08C0279,JACKSON CREEK,6.6,6.6,1,1,319,Y,1986,na,
HWB4,53C2098,MILAN CRK,6.13,6.55,1,1,119,Y,1987,na,
HWB4,15C0097,PAMELA CREEK,6.1,6.5,1,1,302,Y,2006,na,
HWB4,46C0019,OUTSIDE CREEK,6.1,6.5,1,1,101,Y,1980,na,
HWB4,54 0359,SWARTHOUT CREEK,6.4,6.4,1,1,101,Y,2012,na,
HWB4,53 1825,SAN JOSE WASH (WEST),6.4,6.4,1,1,119,Y,2003,na,
HWB4,55 0259,SERVICE ROAD UC,5.8,6.4,1,1,101,Y,2001,na,
HWB4,48 0028,SOUTH FORK BISHOP CREEK,6.1,6.4,1,1,101,Y,1982,na,
HWB4,11C0065,PRINCETON CODORA CANAL,6.1,6.4,1,1,104,Y,1983,na,
HWB4,42C0495,DOG CREEK,6.1,6.4,1,1,702,Y,1978,na,
HWB4,42C0507,2ND LIFT CANAL,6.1,6.4,1,1,702,Y,1981,na,
HWB4,08C0192,NORTH FORK MILL CREEK,5.5,6.4,1,1,302,Y,2000,na,
HWB4,53C0579,DIAMOND BAR CRK,4.6,6.4,1,1,119,Y,1983,na,
HWB4,06F0031,SOUTH COW CREEK,6.4,6.4,1,1,911,Y,1994,na,
HWB4,06F0032,SOUTH COW CREEK,6.4,6.4,1,1,911,Y,1990,na,
HWB4,55C0599,EQUESTRIAN TRAIL UC,6.4,6.4,1,1,311,Y,1990,na,
HWB4,54C0734,MILIKEN AVE PEDESTRIAN TUNNEL,6.1,6.4,1,1,101,Y,1990,na,
HWB4,29C0276,NORTH FORK COYOTE CREEK,6.4,6.4,1,1,702,Y,1995,na,
HWB4,54C0743,DAY CREEK CHANNEL,6.1,6.4,1,1,119,Y,2000,na,
HWB4,50C0410,BOWMAN WASH,6.4,6.4,1,1,311,Y,2016,na,
HWB4,33 0234,SAN LORENZO CREEK,6.3,6.3,1,1,111,Y,1976,na,
HWB4,10F0051,JAMES CREEK,6.3,6.3,1,1,311,Y,1981,na,
HWB4,55C0694,SERRANO CREEK TRAIL EQUESTRIAN UC,6.3,6.3,1,1,311,Y,1990,na,
HWB4,53C2214,ROSEDALE PUC,6.29,6.29,1,1,311,Y,2012,na,
HWB4,33 0674Y,EBMUD SEWER OUTFALL,6.2,6.2,1,1,101,Y,1997,na,
HWB4,54 1339,WILDLIFE CROSSING,6.2,6.2,1,1,319,Y,1997,na,
HWB4,42C0562,TRAVERS CREEK,5.8,6.2,1,1,101,Y,1977,na,
HWB4,15C0075,HOWARD CREEK,6.2,6.2,1,1,319,Y,1995,na,
HWB4,53C2184,WILDLIFE UNDERPASS,6.19,6.19,1,1,311,Y,2005,na,
HWB4,39 0087,SOUTH BRANCH INGALSBE SLOUGH,5.8,6.1,1,1,101,Y,1988,na,
HWB4,51 0027,ARROYO HONDO,4.9,6.1,1,1,119,Y,1984,na,
HWB4,56 0491,UPPER CAHUILLA CREEK,6.1,6.1,1,1,319,Y,2014,na,
HWB4,54 1135,EQUESTRIAN EMERGENCY UC,4.9,6.1,1,1,311,Y,1993,na,
HWB4,24C0563,ELK GROVE CREEK,6.1,6.1,1,1,911,Y,1981,na,
HWB4,37C0611,MATADERO CREEK,6.1,6.1,1,1,101,Y,1990,na,
HWB4,56C0624,WASSON DEBRIS BASIN,6.1,6.1,1,1,119,Y,1990,na,
HWB4,49C0466,E FK SAN LUIS OBISPO CREEK,6.1,6.1,1,1,111,Y,1996,na,
HWB4,25C0125,TROUT CREEK,6.1,6.1,1,1,111,Y,1998,na,
HWB4,24C0507,NORTH NATOMAS REGIONAL PARK CANAL,6.1,6.1,1,1,111,Y,2003,na,
